458.00,43522.00
461.00,43521.00
426.00,43520.00
738.00,43519.00
683.00,43518.00
599.00,43517.00
529.00,43516.00
608.00,43515.00
751.00,43514.00
646.00,43513.00
820.00,43512.00
593.00,43511.00
680.00,43510.00
688.00,43509.00
484.00,43508.00
650.00,43507.00
659.00,43506.00
814.00,43505.00
517.00,43504.00
509.00,43503.00
507.00,43502.00
643.00,43501.00
512.00,43500.00
574.00,43499.00
988.00,43498.00
866.00,43497.00
679.00,43496.00
625.00,43495.00
544.00,43494.00
644.00,43493.00
598.00,43492.00
995.00,43491.00
802.00,43490.00
463.00,43489.00
633.00,43488.00
649.00,43487.00
610.00,43486.00
651.00,43485.00
1165.00,43484.00
1029.00,43483.00
864.00,43482.00
844.00,43481.00
876.00,43480.00
890.00,43479.00
802.00,43478.00
1148.00,43477.00
921.00,43476.00
812.00,43475.00
693.00,43474.00
832.00,43473.00
838.00,43471.00
939.00,43470.00
1286.00,43469.00
1487.00,43468.00
1521.00,43467.00
1393.00,43466.00
1510.00,43465.00
1572.00,43464.00
2128.00,43463.00
1831.00,43462.00
1924.00,43461.00
1511.00,43460.00
1522.00,43459.00
1153.00,43458.00
1499.00,43457.00
1625.00,43456.00
1486.00,43455.00
1760.00,43454.00
2031.00,43453.00
1948.00,43452.00
1769.00,43451.00
1041.00,43450.00
1497.00,43449.00
1741.00,43448.00
1448.00,43447.00
1530.00,43446.00
1290.00,43445.00
1481.00,43444.00
1833.00,43443.00
2676.00,43442.00
2022.00,43441.00
1519.00,43440.00
1326.00,43439.00
1348.00,43438.00
1274.00,43437.00
1275.00,43436.00
2273.00,43435.00
1597.00,43434.00
1300.00,43433.00
1208.00,43432.00
1124.00,43431.00
842.00,43430.00
1779.00,43429.00
2527.00,43428.00
2714.00,43427.00
1543.00,43426.00
1978.00,43425.00
1422.00,43424.00
1354.00,43423.00
1453.00,43422.00
1885.00,43421.00
1648.00,43420.00
1069.00,43419.00
1040.00,43418.00
920.00,43417.00
1021.00,43416.00
1503.00,43414.00
784.00,43413.00
820.00,43412.00
661.00,43411.00
510.00,43410.00
777.00,43409.00
941.00,43408.00
1366.00,43407.00
946.00,43406.00
894.00,43405.00
843.00,43404.00
874.00,43403.00
1005.00,43402.00
1105.00,43401.00
894.00,43400.00
1272.00,43399.00
973.00,43398.00
908.00,43397.00
812.00,43396.00
1007.00,43395.00
1094.00,43394.00
1138.00,43393.00
1006.00,43392.00
859.00,43391.00
697.00,43390.00
637.00,43389.00
627.00,43388.00
917.00,43387.00
985.00,43386.00
687.00,43385.00
374.00,43384.00
434.00,43383.00
529.00,43382.00
683.00,43381.00
541.00,43380.00
736.00,43379.00
711.00,43378.00
502.00,43377.00
561.00,43376.00
648.00,43375.00
619.00,43374.00
514.00,43373.00
748.00,43372.00
593.00,43371.00
509.00,43370.00
491.00,43369.00
354.00,43368.00
442.00,43367.00
476.00,43366.00
623.00,43365.00
586.00,43364.00
412.00,43363.00
398.00,43362.00
215.00,43361.00
359.00,43360.00
294.00,43359.00
498.00,43358.00
418.00,43357.00
342.00,43356.00
330.00,43355.00
384.00,43354.00
336.00,43353.00
231.00,43352.00
515.00,43351.00
406.00,43350.00
325.00,43349.00
313.00,43348.00
302.00,43347.00
478.00,43346.00
396.00,43345.00
523.00,43344.00
426.00,43343.00
424.00,43342.00
362.00,43341.00
311.00,43340.00
352.00,43339.00
271.00,43338.00
459.00,43337.00
460.00,43336.00
423.00,43335.00
393.00,43334.00
424.00,43333.00
448.00,43332.00
360.00,43331.00
417.00,43330.00
382.00,43329.00
369.00,43328.00
399.00,43327.00
376.00,43326.00
351.00,43325.00
292.00,43324.00
411.00,43323.00
422.00,43322.00
367.00,43321.00
319.00,43320.00
358.00,43319.00
324.00,43318.00
277.00,43317.00
473.00,43316.00
322.00,43315.00
300.00,43314.00
306.00,43313.00
291.00,43312.00
343.00,43311.00
283.00,43310.00
429.00,43309.00
280.00,43308.00
306.00,43307.00
312.00,43306.00
352.00,43305.00
351.00,43304.00
256.00,43303.00
330.00,43302.00
356.00,43301.00
315.00,43300.00
316.00,43299.00
193.00,43298.00
321.00,43297.00
200.00,43296.00
300.00,43295.00
340.00,43294.00
246.00,43293.00
283.00,43292.00
242.00,43291.00
250.00,43290.00
244.00,43289.00
432.00,43288.00
341.00,43287.00
278.00,43286.00
319.00,43285.00
230.00,43284.00
292.00,43283.00
176.00,43282.00
389.00,43281.00
294.00,43280.00
269.00,43279.00
246.00,43278.00
282.00,43277.00
292.00,43276.00
204.00,43275.00
401.00,43274.00
351.00,43273.00
257.00,43272.00
228.00,43271.00
286.00,43270.00
233.00,43269.00
230.00,43268.00
383.00,43267.00
320.00,43266.00
277.00,43265.00
283.00,43264.00
308.00,43263.00
297.00,43262.00
332.00,43261.00
365.00,43260.00
350.00,43259.00
331.00,43258.00
331.00,43257.00
358.00,43256.00
319.00,43255.00
460.00,43254.00
465.00,43253.00
384.00,43252.00
328.00,43251.00
357.00,43250.00
390.00,43249.00
405.00,43248.00
443.00,43247.00
538.00,43246.00
451.00,43245.00
493.00,43244.00
407.00,43243.00
433.00,43242.00
429.00,43241.00
438.00,43240.00
448.00,43239.00
565.00,43238.00
476.00,43237.00
334.00,43236.00
403.00,43235.00
422.00,43234.00
360.00,43233.00
571.00,43232.00
521.00,43231.00
503.00,43230.00
380.00,43229.00
446.00,43228.00
439.00,43227.00
401.00,43226.00
586.00,43225.00
492.00,43224.00
455.00,43223.00
452.00,43222.00
431.00,43221.00
530.00,43220.00
489.00,43219.00
578.00,43218.00
464.00,43217.00
382.00,43216.00
342.00,43215.00
381.00,43214.00
416.00,43213.00
406.00,43212.00
508.00,43211.00
546.00,43210.00
450.00,43209.00
530.00,43208.00
330.00,43207.00
311.00,43206.00
412.00,43205.00
520.00,43204.00
437.00,43203.00
399.00,43202.00
390.00,43201.00
416.00,43200.00
386.00,43199.00
398.00,43198.00
668.00,43197.00
661.00,43196.00
551.00,43195.00
493.00,43194.00
409.00,43193.00
838.00,43192.00
670.00,43191.00
750.00,43190.00
686.00,43189.00
746.00,43188.00
644.00,43187.00
657.00,43186.00
583.00,43185.00
604.00,43184.00
730.00,43183.00
655.00,43182.00
513.00,43181.00
451.00,43180.00
551.00,43179.00
559.00,43178.00
528.00,43177.00
855.00,43176.00
627.00,43175.00
549.00,43174.00
562.00,43173.00
626.00,43172.00
523.00,43171.00
532.00,43170.00
796.00,43169.00
743.00,43168.00
577.00,43167.00
344.00,43166.00
689.00,43165.00
552.00,43164.00
520.00,43163.00
780.00,43162.00
359.00,43161.00
515.00,43160.00
537.00,43159.00
432.00,43158.00
526.00,43157.00
462.00,43156.00
685.00,43155.00
708.00,43154.00
523.00,43153.00
554.00,43152.00
566.00,43151.00
677.00,43150.00
1060.00,43149.00
854.00,43148.00
649.00,43147.00
606.00,43146.00
700.00,43145.00
741.00,43144.00
615.00,43143.00
467.00,43142.00
836.00,43141.00
758.00,43140.00
548.00,43139.00
334.00,43138.00
503.00,43137.00
434.00,43136.00
533.00,43135.00
816.00,43134.00
674.00,43133.00
619.00,43132.00
642.00,43131.00
650.00,43130.00
524.00,43129.00
614.00,43128.00
828.00,43127.00
726.00,43126.00
533.00,43125.00
592.00,43124.00
485.00,43123.00
620.00,43122.00
730.00,43121.00
970.00,43120.00
764.00,43119.00
796.00,43118.00
641.00,43117.00
722.00,43116.00
809.00,43115.00
859.00,43114.00
1334.00,43113.00
885.00,43112.00
1021.00,43111.00
1014.00,43110.00
1189.00,43109.00
1049.00,43108.00
1065.00,43107.00
1562.00,43106.00
1866.00,43105.00
1053.00,43104.00
2016.00,43103.00
1628.00,43102.00
1884.00,43101.00
1550.00,43099.00
1478.00,43098.00
1544.00,43097.00
1771.00,43096.00
1694.00,43095.00
1230.00,43094.00
1382.00,43093.00
1489.00,43092.00
1555.00,43091.00
2021.00,43090.00
1885.00,43089.00
1448.00,43088.00
2021.00,43087.00
1547.00,43086.00
1928.00,43085.00
1832.00,43084.00
1566.00,43083.00
1359.00,43082.00
1336.00,43081.00
1482.00,43080.00
2013.00,43079.00
2026.00,43078.00
2080.00,43077.00
1386.00,43076.00
1163.00,43075.00
946.00,43074.00
1375.00,43073.00
1262.00,43072.00
1761.00,43071.00
1569.00,43070.00
1090.00,43069.00
1167.00,43068.00
1091.00,43067.00
1281.00,43066.00
1411.00,43065.00
1947.00,43064.00
2701.00,43063.00
1401.00,43062.00
1425.00,43061.00
1290.00,43060.00
1322.00,43059.00
1370.00,43058.00
1416.00,43057.00
1208.00,43056.00
950.00,43055.00
914.00,43053.00
983.00,43052.00
992.00,43048.00
898.00,43047.00
